189	Blood On the Leaves	Kanye West	https://genius.com/Kanye-west-blood-on-the-leaves-lyrics	189-Kanye-west-blood-on-the-leaves
190	Yo Home To Bel-Air (The Fresh Prince of Bel-Air)	DJ Jazzy Jeff & The Fresh Prince	https://genius.com/Dj-jazzy-jeff-and-the-fresh-prince-yo-home-to-bel-air-the-fresh-prince-of-bel-air-lyrics	190-Dj-jazzy-jeff-and-the-fresh-prince-yo-home-to-bel-air-the-fresh-prince-of-bel-air
191	a lot	21 Savage (Ft. J. Cole)	https://genius.com/21-savage-a-lot-lyrics	191-21-savage-a-lot
192	BUTTERFLY EFFECT	Travis Scott	https://genius.com/Travis-scott-butterfly-effect-lyrics	192-Travis-scott-butterfly-effect
193	hot girl bummer	blackbear	https://genius.com/Blackbear-hot-girl-bummer-lyrics	193-Blackbear-hot-girl-bummer
194	i	Kendrick Lamar	https://genius.com/Kendrick-lamar-i-lyrics	194-Kendrick-lamar-i
195	Plain Jane	A$AP Ferg	https://genius.com/A-ap-ferg-plain-jane-lyrics	195-A-ap-ferg-plain-jane
196	Up	Cardi B	https://genius.com/Cardi-b-up-lyrics	196-Cardi-b-up
197	34+35	Ariana Grande	https://genius.com/Ariana-grande-34-35-lyrics	197-Ariana-grande-34-35
198	Gold Digger	Kanye West (Ft. Jamie Foxx)	https://genius.com/Kanye-west-gold-digger-lyrics	198-Kanye-west-gold-digger
199	Bank Account	21 Savage	https://genius.com/21-savage-bank-account-lyrics	199-21-savage-bank-account
