file_name,transcription
054-Koriass-elephant-D.mp3,"Laissez-moi dont seul pour creuser ma tombe Laissez-moi préparer la fin du monde J'ai dit leave me alone Mes journées sont sans lendemain Tout le monde essaie d'entrer dans mon brain J'ai régler les drames, j'ai séché les larmes J'ai jeté les armes pour me rendre enfin Lever les voiles délaissant mes kids Trouver les étoiles en plein centre-ville Mais j'ai mis les brakes, repéré les snakes avant que les amitiés s'enveniment Ma vie, j'la décrit pis j'l'enregistre Mon histoire est écrite à l'encre de Chine Échecs et victoires, c'que dans mon miroir J'l'écris pour compenser le"
054-Koriass-elephant-E.mp3,"manque d'estime J'me fait engagé pour faire du bruit Money qui rentre pour les droits d'auteurs Rien à donner pour les ennemis Que mon silence et mes doigts d'honneur Amphétamines pour me concentrer J'fais d'la vitesse sous les yeux d'la peur À force d'emmerder le monde entier J'ai des biceps sur mes deux majeurs J'ai des amis qui veulent pu me revoir depuis que j'ai trouvé le bonheur dans mon compte chèque J'ai trouvé dieu dans un urinoir J'ai laissé mon honneur au coat check Rempli mon sac, j'suis parti la nuit Trahi notre amour dans tous mes gestes J'ai voulu partir et fuir ma vie J'veux revenir en arrière à toute vitesse Être un tyran, c'était pas dans mes plans Non, jamais j'ai faké la"
054-Koriass-elephant-F.mp3,"gentillesse J'prends le couteau que je t'ai planté dans le dos pour tuer l'éléphant que je vois dans la pièce Leave me alone Laissez-moi seul dans ma zone Fermer les stores et j'ai fermé le phone J'ai pas la force d'aller régler des comptes, de réparer des ponts Nah, leave me alone Laissez-moi dans les décombres Laissez-moi dont seul pour creuser ma tombe Laissez-moi préparer la fin du monde J'ai dit leave me alone Aye, Leave me alone Laissez-moi seul dans ma zone Fermer les stores et j'ai fermé le phone J'ai pas la force d'aller régler des comptes, de réparer des ponts Nah, leave me alone Laissez-moi dans les décombres Laissez-moi dont seul pour creuser ma tombe Laissez-moi préparer la fin du monde J'ai dit"
054-Koriass-elephant-G.mp3,"leave me alone Ya L'impression que mes journées sont sans lendemain Tout le monde essaie d'entrer dans mon brain J'ai baissé mes gardes, démêlé les cartes, so lève ta main droite si tu m'entends bien J'fais chanter les gens pour gagner ma vie, mais j'ai fréquenté l'envie de m'enlever la vie J'fais des confessions devant des étrangers J'rentre sur un beat comme en thérapie J'ai rempli mon assiette en dessous de la table Laissé du sang sur mon couteau de chasse Fermé les oreilles à vos conseils La seule voix qui me guide, c'est Google Map La vie publique, c'est bittersweet Parti sans vous donner"
054-Koriass-elephant-H.mp3,"signe de vie À la recherche de mon inner peace J'l'ai pas trouvé sur mon Twitter feed J'ai erré nulle part, j'ai perdu le nord J'ai dormi dehors sous la pleine lune Mis tous les efforts pour avouer mes torts Mais j'ai saoulé mon corps dans l'amertume J'ai manqué d'air dans mes crises de nerfs Fait sauter ma tête dans la dépression J'ai fait un rêve où j'poignardais mon père J'me suis réveillé en érection J'ai tué mon nom comme un meurtrier Lancé mon avenir aux oubliettes J'ai mis du tape sur mon cœur brisé J'veux revenir en arrière à toute vitesse C'tait pas dans mes plans de ruiner ton temps, d'arracher ton cœur comme une dent de sagesse J'prends le couteau que je t'ai planté dans le dos pour tuer l'éléphant que je vois"
054-Koriass-elephant-I.mp3,"dans la pièce Leave me alone Laissez-moi seul dans ma zone Fermer les stores et j'ai fermé le phone J'ai pas la force d'aller régler des comptes, de réparer des ponts Nah, leave me alone Laissez-moi dans les décombres Laissez-moi dont seul pour creuser ma tombe Laissez-moi préparer la fin du monde J'ai dit leave me alone Aye, Leave me alone Laissez-moi seul dans ma zone Fermer les stores et j'ai fermé le phone J'ai pas la force d'aller régler des comptes, de réparer des ponts Nah, leave me alone Laissez-moi dans les décombres Laissez-moi dont seul pour creuser ma tombe Laisser moi préparer la fin du monde J'ai dit leave me alone"
055-Enima-intro-mms1-C.mp3,"Choppa on the beat, got these niggas mad Woah J'ai regardé Musique Plus, fuck it j'trouvais j'valais plus Mes billets sont tous dirty, fuck it, j'en veux quand même plus Ils m'passeront pas en radio, mais leurs enfants m'écoutent plus J'suis dans une nouvelle foreign, salope j'prends plus l'autobus Et fuck avoir une bitch, youngin' va en chercher dix Mets de l'or sur ton cou et fous des diamonds sur"
055-Enima-intro-mms1-D.mp3,"ton wrist Et fuck avoir un case, petit on veut tous un lick Tout petit j'rêvais d'un plug qui pouvait m'front un half a brick Écoute pas qu'est-ce qu'ils disent, petit faut qu'tu flex sur eux Et les meilleures amies d'ton ex, il faut qu'tu fuck les deux Et si t'aimes pas l'école, vas jamais passer des pieces Va direct au sauce ou trouve la bitch qui va t'rendre riche J'ai chanté deux trois hooks, les pussies pensaient qu'j'étais sweet Mon gang est tout en prison pour des crimes qu'il"
055-Enima-intro-mms1-E.mp3,"faut qu't'évite J'dis go et mes sauvages s'agitent J'te fais mal sans mon corps fragile Rappelle toi on s'est revu l'même soir Fusil d'vant toi comme par magie, yeah Comme SCH, fils de pute, mon gang est solide Attends pas d'voir ton gros cul sur l'asphalte comme un fossile J'me suis promis d'faire le million avant la calvitie Pas parce qu'on touche le autotune qu'on à pas d'bars ici Ils ont la bouche ouverte et les poches à terre ici Il faut que j'réussisse sinon"
055-Enima-intro-mms1-F.mp3,"j'ai rien à faire ici Les pussies réagissent comme si qu'ils avaient leurs règles Ils ont bâtit l'empire juste pour que j'vienne baiser la reine J'ai d'la mula à faire, pas beaucoup d'choses à perdre Pussyboy si c'est la guerre bien tu l'a perdue hier Ils devraient tous apprendre à s'taire et pas faire c'qu'ils savent pas faire Et y a qu'l'argent qu'on récupère, avec toi l'temps sera sévère J'ai du lean dans mon verre et beaucoup d'ice dans mon cup J'ai du loud dans mon blunt"
055-Enima-intro-mms1-G.mp3,"j't'entrain d'rire de ces punks J'connais les seringues, les cuillères, mais j'ai quitté le block Et depuis mon premier flight à chaque fois que j'reviens j'stunt À chaque fois que j'reviens j'stunt Maintenant y faut que la bitch bump Mon choosing fee est à la hausse comme l'intérêt d'ton prêt d'banque À chaque fois que j'reviens j'stunt Maintenant y faut que la bitch bump Mon choosing fee est à la hausse comme l'intérêt d'ton prêt d'banque"
056-Souldia-chacun-sa-maniere-A.mp3,"Farfadet Beat Ace of Spades sur la table comme des lingots Verse le champagne sur le sol comme si c'était d'l'eau Vie la vie, y'en a qu'une et elle est pas d'trop Et j'me rappelle quand le salaire était pas gros J'compte des billets,"
056-Souldia-chacun-sa-maniere-B.mp3,"j'fume d'la dope avec mes white boys On a des putains d'belles armes, fuck un fight, boy Tu peux t'faire kidnapper ta maman overnight, boy On est pas venu dans la game pour des likes, boy Les coups d'feu peuvent toucher le plus fort de nous, t'inquiète pas bro, ayy Il me faudrait la même vie, la fortune, la salope de Pablo, ayy À chacun sa magie, chacun sa manière On a trop de couilles pour regarder en arrière On est juste venu pour défoncer des barrières À chacun sa façon, chacun"
056-Souldia-chacun-sa-maniere-C.mp3,"sa manière On sort les canons, ils sortent les bannières J'avance en avant, surveille mes arrières Armes, drogues, argent sale À chacun sa façon, à chacun sa manière On sort les canons, ils sortent les bannières J'avance en avant, j'surveille mes arrières À chacun sa façon de faire son pain Chez moi les coups d'feu, c'est la mélodie Ils vont essayer d'nous stopper, ils risqueront leur vie J'aime le métal et mes ennemis C'est rien qu'le départ, on a toute une vie À chacun sa façon, à chacun sa manière On sort les"
056-Souldia-chacun-sa-maniere-D.mp3,"canons, ils sortent les bannières J'avance en avant, mais j'surveille mes arrières La devise est dirty, j'ai construit la carrière J'ai grandi, je n'avais rien dans la cervelle J'ai trouvé des gens, des frères comme moi Je me reposerai une fois mort enterré Je raconte mon vécu sur le mic' Que du sale et ils le savent Petit, je n'ai que des blessures de taille Le mode de vie me suit où que j'aille Je leur ferai lécher le sang sur le sabre Les larmes de maman n'effaceront pas les dégâts"
056-Souldia-chacun-sa-maniere-E.mp3,"j'en ai rien à foutre, prends ce qu'il te faut, paie-moi et dégage Frérot, la prison, le ciel nous séparent Quand la rue laisse parler les armes C'est Fou Furieux, Enima, Souldia, le gros, faut qu'tu passes le message, ayy À chacun sa façon, chacun sa manière On sort les canons, ils sortent les bannières J'avance en avant, surveille mes arrières Armes, drogues, argent sale À chacun sa façon, à chacun sa manière On sort les canons, ils sortent les bannières J'avance"
056-Souldia-chacun-sa-maniere-F.mp3,"en avant, j'surveille mes arrières À chacun sa façon de faire son pain Chez moi, les coups d'feu, c'est la mélodie Ils vont essayer d'nous stopper, ils risqueront leur vie J'aime le métal et mes ennemis C'est rien qu'le départ, on a toute une vie À chacun sa façon, à chacun sa manière On sort les canons ils sortent les bannières J'avance en avant, mais j'surveille mes arrières La devise est dirty, j'ai construit la carrière Comme un funambule, sur la corde raide Si c'est tranquille,"
056-Souldia-chacun-sa-maniere-G.mp3,"c'est qu'y a un accord de paix Bienvenue en ville, décor de merde Écoute la note, dis-moi si l'accord te plaît On prend des risques, bienvenue dans la zone Souvent critique dans l'regard des autres On gère les trucs, on fait les choses Tu joues au bad, attends-tu qu'on"
056-Souldia-chacun-sa-maniere-H.mp3,"inverse les rôles? On passe à Radio-Can et LCN Photo-Police, on monopolise les nouvelles Hard life, j'veux rouler all night De Montréal à Québec jusqu'au South-Side À chacun sa façon, chacun sa manière On sort les canons, ils sortent les bannières J'avance en avant, surveille mes arrières Armes, drogues, argent"
056-Souldia-chacun-sa-maniere-I.mp3,"sale À chacun sa façon, à chacun sa manière On sort les canons, ils sortent les bannières J'avance en avant, j'surveille mes arrières À chacun sa façon de faire son pain Chez moi les coups d'feu, c'est la mélodie Ils vont essayer d'nous stopper, ils risqueront leur vie J'aime le métal et mes ennemis C'est rien qu'le départ, on a toute une vie À chacun sa façon, à chacun sa manière On sort les canons, ils sortent les bannières J'avance en avant, mais j'surveille mes arrières La devise est dirty, j'ai construit la carrière"
057-Lost-iceberg-A.mp3,"Mon frère, j'sais pu sur qui m'fier J'ai sacrifié tant d'choses pour des foutus"
057-Lost-iceberg-B.mp3,"billets Et des bonhommes comme moi, dans l'hood y'en a des milliers Ils ont voulu tester, on les a tous humiliés Le cœur gelé comme un iceberg Le cœur gelé comme un iceberg Le cœur gelé comme un iceberg Le cœur gelé comme un iceberg"
057-Lost-iceberg-C.mp3,"On agit, on parle peu, on évite l'amour par peur Et y a des bouffons partout, mais y a pas d'Peter Parker J'rigole qu'avec la gang gang, j'les connais tous par cœur Ils ont gardé leur cœur d'enfant, mais sans être des enfants d'chœur On passe notre vie à faire du cob Mais aucune somme ne vaut la vie C'est inexplicable comme la mort Pour la comprendre, il faut la vivre Le cœur gelé comme un iceberg Prends ta dose et vas en paix Les choses peuvent toujours être pires Si tu crois qu'tu souffres, vas au bled C'est pas parce qu'on sourit qu'c'est drôle"
057-Lost-iceberg-D.mp3,"On t'en veut quand tu fais rien On doute du geste quand t'en fais trop Y a personne qui jouera ton rôle Le poids du monde sur les épaules Mais malgré tout, on fait les choses Si tu savais Mon frère, j'sais pu sur qui m'fier J'ai sacrifié tant d'choses pour des foutus billets Et des bonhommes comme moi, dans l'hood y'en a des milliers Ils ont voulu tester, on les a tous humiliés Le cœur gelé comme un iceberg Le cœur gelé comme un iceberg"
057-Lost-iceberg-E.mp3,"Le cœur gelé comme un iceberg Le cœur gelé comme un iceberg On traîne en famille frère aucun intrus, aucun rapace Le fond est bon, mais tout est noir sous la carapace J'crois pas au coup d'foudre, mais j'sais qu'parfois le courant passe Et j'sais aussi qu'dans la"
057-Lost-iceberg-F.mp3,"tempête, parfois le courant part Et t'as péché pour un vibe On a péché pour des sommes Y a pas d'différence devant Dieu Que tu vendes ou qu'tu consommes À force de jouer avec le feu, il finit par nous consumer Fais pas l'erreur d'ouvrir ton cœur J'ai pas les mots pour t'consoler J'ai du mal à dire je t'aime Même à maman j'ai du mal à dire je t'aime Et Dieu seul sait combien je l'aime J'vais finir seul, le cœur gelé comme un iceberg Mon frère, j'sais pu sur qui m'fier J'ai"
057-Lost-iceberg-G.mp3,"sacrifié tant d'choses pour des foutus billets Et des bonhommes comme moi, dans l'hood y'en a des milliers Ils ont voulu tester, on les a tous humiliés Le cœur gelé comme un iceberg Le cœur gelé comme un iceberg Le cœur gelé comme un iceberg Le cœur gelé comme un iceberg"
058-Lost-verite-B.mp3,"La vérité, c'est j'peux pas dire tout c'que j'ressens Y a ma famille, y a mes amis, j'mourrai avec ceux qui m'ressemblent, oh oh Une mère toute seule et un père dans la cocaïne Jamais j'démoralise, dans les problèmes depuis l'échographie Les faux nous ralentissent,"
058-Lost-verite-C.mp3,"pas l'choix y faut qu'on focalise Toujours solo, j'en ai bavé même quand j'avais zéro salive La vérité, j'ai pas eu l'choix d'mettre l'arme sur l'comptoir Dis-moi t'étais où, quand ma sœur dormait sur l'trottoir J'tais une bombe à retardement, des kilos dans l'appartement Faire confiance à la bouche, mais comment faire quand le regard te ment? Ça te frappe avec précision, ditto des balles, les munitions Bienvenue dans le hood, tu vois la hess en haute définition Personne te sollicite, quand t'es entouré d'solitude Ouais on s'en sort ici, si le fait est notre seule issue La vérité c'est plus tu réussis,"
058-Lost-verite-D.mp3,"plus y'aura des jaloux On a demandé de l'or, ils nous ont ramené des cailloux On attend depuis 10 000 ans, concentre-toi sur le décollage Mais fais gaffe, car tout le monde te lâche lorsque la chute est imminente Tes amis t'font des guet-apens, l'amitié reste un risque à prendre L'équipe est comme la Gestapo, on prend l'contrôle, on vise la tempe Viens nous voir à l'hôtel, ne pas finir en prothèse Dans le hood on en devient malade, mais c'est maman qui a des maux d'tête Ceux qui font pas long feu sont souvent ceux qui vendent la mèche Et noyé dans la mer, y'aura jamais personne pour tendre la perche Les pieds dans l'ciment"
058-Lost-verite-E.mp3,ciment depuis l'enfance On lâche l'école pour aller dealer Hier encore on avait quinze ans J'crois qu'on a pas vu les années filer Et j'ai fait tellement d'mal à maman Si tu savais comme j'suis désolé Mais j'crois pas qu'ils m'aimeraient tous autant Si j'leur disais toute la vérité Les pieds dans l'ciment depuis l'enfance On lâche l'école pour aller dealer Hier encore on
058-Lost-verite-F.mp3,"avait quinze ans J'crois qu'on a pas vu les années filer Et j'ai fait tellement d'mal à maman Si tu savais comme j'suis désolé Mais j'crois pas qu'ils m'aimeraient tous autant Si j'leur disais toute la vérité La vérité c'est qu'j'me sens seul, mais que j'déteste les gens J'me sens bizarre comme lorsqu'un con m'avoue qui m'trouve intelligent La vérité c'est que j'm'enligne pour être c'que j'redoutais J'ai vu dans l'regard de mes tantes comment j'les dégoutais La vérité c'est qu'j'prends la grosse tête car j'suis"
058-Lost-verite-G.mp3,"talentueux Le peu de popularité qu'j'ai m'a rendu prétentieux La vérité, c'est qu'au fil du temps j'ai perdu mes repères La vérité, c'est qu'j'suis sans doute la plus grosse déception d'mon père La vérité, c'est qu'après tous ces actes, j'ai toujours pas d'millions Et quand on passe en cour avec nos daronnes nous les humilions Quand c'est la hess on t'laisse tout seul, j'espère tu t'en rends compte Y a qu'la personne à qui tu dois des dettes qui veut t'régler ton compte En vérité, le rap c't'une farce avec un big F Tu comprends l'arnaque quand t'es dans l'business Combien d'gens meurent parce qu'ils consomment d'la coke avec"
058-Lost-verite-H.mp3,"abus La vérité, c'est qu'j'éprouve pas d'remords sachant qu'j'y contribue La vérité, c'est qu'on s'est enrichi sur le corps de la femme J'en frissonne, l'enfer est tellement près que j'sens déjà les flammes L'esprit dans l'vent, les deux pieds par terre M'en fous qu't'es rouge ou bleu, tant que tu nous parles vert La vérité, j'te confirme que c'est vrai qu'elle blesse Quand tu supportes, on voit ton respect comme une faiblesse J'suis pour la paix, mais j'la f'rai pas, j'redoute la trahison J'crois qu'l'union fait la force, mais j'crois pas qu'on peut forcer l'union La vérité reviendra t'hanter"
058-Lost-verite-I.mp3,"Un jour ou l'autre, ici-bas ou dans tes ténèbres Et j'ai vu l'temps pourrir ta santé Les aiguilles tournent sur ta montre comme sur toutes tes veines Les pieds dans l'ciment depuis l'enfance On lâche l'école pour aller dealer Hier encore on avait quinze ans J'crois qu'on a pas vu les années filer Et j'ai fait tellement d'mal à maman Si tu savais comme j'suis désolé Mais j'crois pas qu'ils m'aimeraient tous autant"
058-Lost-verite-J.mp3,Si j'leur disais toute la vérité Les pieds dans l'ciment depuis l'enfance On lâche l'école pour aller dealer Hier encore on avait quinze ans J'crois qu'on a pas vu les années filer Et j'ai fait tellement d'mal à maman Si tu savais comme j'suis désolé Mais j'crois pas qu'ils m'aimeraient tous autant Si j'leur disais toute la vérité
059-Izzy-s-jugg-A.mp3,"Yeah, yeah Yeah Car j'suis toujours entrain de jugg Car j'suis toujours entrain de jugg, yeah Car j'suis toujours entrain de jugg Car j'suis toujours entrain de jugg Yeah, yeah, yeah, yeah Si tu veux shine avant de grind, mon négro t'iras nulle part Toujours entrain de jugg"
059-Izzy-s-jugg-B.mp3,"moi tout ce que j'veux c'est ma part Déballe et pèse le produit, c'est aussi beau que de l'art S'ils savent tout ce qu'on a fait pour ces putains de dollars Si tu veux shine avant de grind, mon négro t'iras nulle part Toujours entrain de jugg, moi tout ce que j'veux c'est ma part Déballe et pèse le produit, c'est aussi beau que de l'art S'ils savent tout ce qu'on a fait pour ces putains de dollars Car j'suis toujours entrain de jugg Pour mettre la famille dehors du hood Car j'suis toujours entrain de jugg"
059-Izzy-s-jugg-C.mp3,"Les ents-cli savent que le produit est good Et j'me réveille en pleine nuit Dans mon rêve, y'avait juste du cob J'regarde ma bitch qui dort et j'roule un blunt, yeah J'réfléchie, j'pense à ma vie, j'vais rob mon plug, yeah Avant elle voulait pas me parler, là elle veut fuck, yeah J'ai le prix de ta whip dans mes poches, j'ai pas vendu d'roches Pussy j'ai kické des portes et j'ai posté des alpha controls On aime pas sortir dans les clubs, on reste sur le bloc Si j'perdais mes"
059-Izzy-s-jugg-D.mp3,"j'vais revenir freeze les gars juste le temps que je débloque Ma drogue est prescrite, le docteur c'est mon plug J'ai trouvé une job à quinze ans, j'ai dis fuck it, j'suis juste fais pour rob Tout ce que j'vois dans ma tête, c'est de faire le prochain cob Vingt-cinq mois de prep' si j'dépense pour the low mon connect sur de l'or J'ai gagné la guerre avant de faire la bataille, c'est le chiffre qui l'emporte Ils sont fâchés, j'prends le bread et le fame et leurs hoes Et j'leurs laisse juste la porte Quand on sort dans la ville, y a ta bitch et sa bitch et la bitch de son frère Si ta bitch voit ma bitch, elle devient live lesbienne Elle se rappelle plus d'hier"
059-Izzy-s-jugg-E.mp3,"Quand on sort dans la ville, y a ta bitch et sa bitch et la bitch de son frère Si ta bitch voit ma bitch, elle devient live lesbienne Elle se rappelle plus d'hier Si ta bitch voit ma bitch, elle oublie ses prières Si tu veux shine avant de grind, mon négro t'iras nulle part Toujours entrain de jugg, moi tout ce que j'veux c'est ma part Déballe et pèse le produit, c'est aussi beau que de l'art S'ils savent tout ce qu'on a fait pour ces putains de dollars Si tu veux shine avant de grind, mon négro t'iras nulle part Toujours entrain de jugg, moi tout ce que j'veux c'est ma"
059-Izzy-s-jugg-F.mp3,"part Déballe et pèse le produit, c'est aussi beau que de l'art S'ils savent tout ce qu'on a fait pour ces putains de dollars Car j'suis toujours entrain de jugg Pour mettre la famille dehors du hood Car j'suis toujours entrain de jugg Les ents-cli savent que le produit est good Et j'me réveille en pleine nuit Dans mon rêve, y'avait juste du cob J'regarde ma bitch qui dort et j'roule un blunt, yeah J'réfléchie, j'pense à ma vie,"
059-Izzy-s-jugg-G.mp3,"j'vais rob mon plug, yeah Avant elle voulait pas me parler, là elle veut fuck, yeah J'ai vu maman toute sa vie trimer pour un petit revenu La rue a fait de moi ce que aujourd'hui j'suis devenu Rouge et Bleu, ça m'importe seulement pour compter mes billets .357, je n'hésite pas à vider le barillet Plus d'argent, plus de problèmes Saint-Michel, c'est mon emblème J'suis le plug dans mon réseau, vient me voir si t'as un problème Les deux pieds en enfer, tout ça n'est pas tombé du ciel Ils ont le mauvais œil, ils disent c'est IZZY-S kap fel"
059-Izzy-s-jugg-H.mp3,"J'ai des gars qui m'ont snitch, ils aimeraient bien avoir mes biens Je t'ai front ton stock, alors t'es bien de me redonner mon gain Dans la vie y a rien de gratuit, gun serré dans son étui Chaque jour je me réveille, je le nettoie et puis je l'essuie La vie fait mal, chaque fois que j'me relève, j'deviens plus fort Hennessy dans le studio, on connait ça que le fort Moi je viens du ghetto, où il n'y a pas de sous métier Vous avez pas un sous dans l'club, c'est quoi que vous fêtez? Si tu veux shine avant de grind, mon négro t'iras nulle part"
059-Izzy-s-jugg-I.mp3,"Toujours entrain de jugg, moi tout ce que j'veux c'est ma part Déballe et pèse le produit, c'est aussi beau que de l'art S'ils savent tout ce qu'on a fait pour ces putains de dollars Si tu veux shine avant de grind, mon négro t'iras nulle part Toujours entrain de jugg, moi tout ce que j'veux c'est ma part Déballe et pèse le produit, c'est aussi beau que de l'art S'ils savent tout ce qu'on a fait pour ces putains de dollars Car j'suis toujours entrain de jugg Pour mettre la famille dehors du hood Car j'suis"
059-Izzy-s-jugg-J.mp3,"toujours entrain de jugg Les ents-cli savent que le produit est good Et j'me réveille en pleine nuit Dans mon rêve, y'avait juste du cob J'regarde ma bitch qui dort et j'roule un blunt, yeah J'réfléchie, j'pense à ma vie, j'vais rob mon"
060-Tizzo-and-shreez-chill-A.mp3,Un sept dans le blunt On pèse pas qu'es qu'on consomme On fait juste rouler et ça sonne Avant on l'faisait pour le fun Mais t'as-tu vu comment qu'ça sonne Maintenant la musique c'est une job Si c'est pas pour du cob On voit tes lèvres bouger mais désolé On entend zob Ça passe des pounds au pas d'top Mais qu'es tu fous encore su l'block
060-Tizzo-and-shreez-chill-B.mp3,J'ai fait ta s'maine aek une pomme quoi Tu penses j'ai l'temps d'chill ? Est-ce que tu sais c'est quoi des bills ? Facture en français parce que j'sais qu't'es épais Tu dis qu't'es off Mais t'étais où Quand moi j'l'étais Il m'dit qu'il l'fait mais c'est un mytho Si c'est pas en cash On m'paye en crypto J'suis sur la route avec Dixpro Appelle-moi pas J'suis jamais dispo Elle voulait fuck Elle a plank Pauvre elle elle voulait juste fumer un dank Elle a cru qu'c'était un prank
060-Tizzo-and-shreez-chill-C.mp3,"Pas d'merguez pour ta schnek Brasse ta fesse Secoue ton krek Fais un double Double chèques Fais déborder l'assiette Va su l'poteau Fais l'athlète Mais qu'es qui s'passe Pourquoi tu t'grattes tes yeux Mais qu'es que t'as J'crois qu'j'ai voyé dans les deux Ton krek était en feu Blâme le pas sur ma queue Wow, check une paire de boules Garanti ton point d'tété j'le roule Montre-moi qui qui a fait"
060-Tizzo-and-shreez-chill-D.mp3,ton moule T'es tout lumen J'en perd quasiment la boule Elle jouait à ça J'trouvais sa cool J'ai regardé son jeans J'ai vu qu'sa coule Pour sa t'es privée d'sexe Tu vas juste toucher les nouilles Chéri t'entend le son C'est l'eau qui bouille Ils font pas s'qui disent Ces gars là c'est des renceurs C'est pas juste des menteurs C'est des acteurs Deux doigts majeurs dans l'beurre Pour tous ces pencheurs Y'aiment pas le zow Mais connaissent les paroles par-cœur Un sept dans le blunt On pèse pas qu'es qu'on consomme On fait juste rouler et sa sonne
